# Im(epsi1)     Re(Lambda)      Im(Lambda)      Eq(det).Opt det SIN kz, R=0.5 \mum, Re(epsi1)=3.90solve_det_sinkz_vs_mu.py
0.000000000e+00	1.631119885e+01	1.681111891e-02	1.962251548e-11
-1.000000000e-04	1.631119907e+01	1.664482922e-02	4.090069825e-11
-2.000000000e-04	1.631119928e+01	1.647853952e-02	4.034826951e-11
-3.000000000e-04	1.631119950e+01	1.631224982e-02	2.198759544e-11
-4.000000000e-04	1.631119972e+01	1.614596012e-02	1.067770694e-11
-5.000000000e-04	1.631119994e+01	1.597967043e-02	2.403036158e-11
-6.000000000e-04	1.631120017e+01	1.581338073e-02	1.778517840e-11
-7.000000000e-04	1.631120039e+01	1.564709103e-02	8.181051357e-12
-8.000000000e-04	1.631120062e+01	1.548080133e-02	1.469542664e-11
-9.000000000e-04	1.631120085e+01	1.531451163e-02	7.479673131e-12
-1.000000000e-03	1.631120108e+01	1.514822193e-02	1.255350659e-11
-1.100000000e-03	1.631120131e+01	1.498193224e-02	7.470013191e-12
-1.200000000e-03	1.631120154e+01	1.481564254e-02	1.397720490e-11
-1.300000000e-03	1.631120178e+01	1.464935285e-02	7.750162764e-12
-1.400000000e-03	1.631120201e+01	1.448306315e-02	1.501541026e-11
-1.500000000e-03	1.631120225e+01	1.431677346e-02	5.656749398e-12
-1.600000000e-03	1.631120249e+01	1.415048376e-02	1.344558076e-11
-1.700000000e-03	1.631120273e+01	1.398419407e-02	6.535407726e-12
-1.800000000e-03	1.631120298e+01	1.381790438e-02	6.054806882e-12
-1.900000000e-03	1.631120322e+01	1.365161469e-02	9.402652148e-12
-2.000000000e-03	1.631120347e+01	1.348532499e-02	1.584020658e-11
-2.100000000e-03	1.631120372e+01	1.331903531e-02	2.454025533e-11
-2.200000000e-03	1.631120397e+01	1.315274562e-02	2.386233444e-11
-2.300000000e-03	1.631120422e+01	1.298645593e-02	2.337385213e-11
-2.400000000e-03	1.631120447e+01	1.282016624e-02	9.527074928e-12
-2.500000000e-03	1.631120473e+01	1.265387656e-02	7.175959774e-12
-2.600000000e-03	1.631120499e+01	1.248758687e-02	2.377458572e-11
-2.700000000e-03	1.631120524e+01	1.232129719e-02	1.262683227e-11
-2.800000000e-03	1.631120551e+01	1.215500751e-02	1.717412298e-11
-2.900000000e-03	1.631120577e+01	1.198871783e-02	6.415252670e-12
-3.000000000e-03	1.631120603e+01	1.182242815e-02	2.436315380e-11
-3.100000000e-03	1.631120630e+01	1.165613847e-02	2.137521675e-11
-3.200000000e-03	1.631120656e+01	1.148984879e-02	1.648622553e-11
-3.300000000e-03	1.631120683e+01	1.132355912e-02	1.412929240e-11
